word,ipa,phones,confidence,commentary,g2p_output,matched
yöneticilerindense,/jœ.ne.tʰi.d͡ʒi.le.ɾin.ˈdæn.se/,j œ n e tʰ i d͡ʒ i l e ɾ i n d æ n s e,0.95,"DOĞRU KURALLAR: Kelime 'yönetici' sözcüğüne '-ler' çoğul, '-in' iyelik, '-den' ayrılma durum eki ve bağlaç/ek-fiil olan '-se' (ise) ulanmasıyla oluşmuştur. Türkçede ek-fiil veya bağlaç olarak kullanılan '-sa/-se' (ise) eki vurgu kabul etmez ve vurguyu kendinden bir önceki heceye atar; bu sebeple birincil vurgu '-den' hecesindedir [ˈdæn]. Kapalı hece konumunda olan ve 'n' sönamıyla (akorlu ünsüz) biten '-den' ekinin içindeki 'e' ünlüsü açılarak/genişleyerek [æ] varyantına dönüşür. Hece başındaki ötümsüz patlayıcı 't' sesi aspire edilerek [tʰ] olarak telaffuz edilir. HATA ANALİZİ: Referans 1, ek-fiil/bağlaç olan '-se' ekinin yapısını çözümleyememiş ve standart kelime sonu vurgu kuralını işleterek vurguyu hatalı biçimde [ˈse] hecesine atmıştır. Referans 2 ise aspirasyon kuralını ('t' sesinde) tamamen es geçmiş ve vurguyu mantıksız bir biçimde rastgele bir iç heceye (ˈdʒi) yerleştirmiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kurallar entegre edilmelidir: 1) Vurgu Hiyerarşisi (Hard Rule): 'Sözcük sonunda ek-fiil (ise) bağlamında bir -sa/-se eki tespit edildiğinde, kelime sonu vurgu kuralını iptal et ve vurguyu kati suretle bu ekten hemen önceki heceye kaydır.' 2) Fonetik Modifikasyon: 'Standart /e/ ünlüsü (l, m, n, r) sesleriyle biten kapalı bir hece oluşturduğunda, bu ünlüyü standart /e/ yerine açık [æ] olarak transkribe et (örn: -den -> dæn).' 3) Aspirasyon: 'Sürtünmeli bir sesten sonra gelmeyen, hece başı p, t, k, c patlayıcılarını ünlüden hemen önce daima soluklu (ʰ) işaretle.'",/jœ.ne.tʰi.d͡ʒi.le.ɾin.dæn.ˈse/,false
yünler,/jyn.ˈlæɾ/,j y n l æ ɾ,0.95,"DOĞRU KURALLAR: Türkçe standart kelime sonu vurgu kuralı gereği vurgu son hecededir. 'e' ünlüsü, 'l, m, n, r' gibi akıcı ünsüzlerle kapanan hecelerde (bu durumda 'r') açık 'e' [æ] olarak telaffuz edilir. İncelik-kalınlık uyumu gereği 'l' sesi standart ince/ön varyantında [l] kalır. HATA ANALİZİ: Referans çıktılar heceleme ve açık ünlü kullanımında [æ] başarılıdır; ancak kelime sonu 'r' sesi için ötümsüz/sürtünmeli bir varyant olan [ɾ̞̊] diyakritiğini kullanarak izin verilen sembol havuzunun dışına çıkmışlardır. Ayrıca dar çeviride (narrow transcription) eğik çizgi (/) değil, köşeli ayraç ([]) kullanılmalıdır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Sembol Havuzu Validasyonu: Çıktı üretilirken kullanılan sembollerin kesinlikle izin verilen havuzda olup olmadığını kontrol et; havuz dışı ince fonetik detayları (örn. ötümsüz [ɾ̞̊]) havuzdaki en yakın standart eşdeğerine (örn. [ɾ]) indirge.' 2) 'Kapalı Hece Ünlü Genişlemesi: -ler çoğul ekinde veya r, l, m, n ile kapanan hecelerdeki e grafemini daima [æ] olarak dönüştür.'",/jyn.ˈlæɾ̞̊/,false
yürümem,/jy.ˈɾy.mæm/,j y ɾ y m æ m,0.95,"DOĞRU KURALLAR: Kelimedeki '-me' olumsuzluk ekidir. Türkçede olumsuzluk eki vurgu almaz, vurguyu kendinden bir önceki heceye atar; bu yüzden vurgu ikinci hecededir [ˈɾy]. Ayrıca kelime sonundaki kapalı hecede 'm', 'n', 'l', 'r' gibi ünsüzlerden önce gelen 'e' ünlüsü açılarak [æ] sesine dönüşür. HATA ANALİZİ: Referans 1, olumsuzluk ekindeki vurgu kuralını ve [æ] açılmasını doğru uygulamıştır. Referans 2 ise olumsuzluk ekinin vurguyu geri atma kuralını atlamış, standart kelime sonu vurgusu hatasına düşmüş ve sistem havuzunda izin verilmeyen bir karakter (ɛ) kullanmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Vurgu İstisnası: Kelime -ma/-me olumsuzluk eki içeriyorsa, birincil vurguyu (ˈ) olumsuzluk ekinden hemen önceki heceye sabitle.' 2) 'Ünlü Açılması: Kelime sonu kapalı hecelerde e ünlüsünden sonra m, n, l, ɾ geliyorsa, bu ünlüyü standart e yerine açık æ olarak transkribe et.'",/jy.ˈɾy.mæm/,true
yıkayabilmek,/jɯ.kʰa.ja.bil.ˈmæc/,j ɯ kʰ a j a b i l m æ c,0.95,"DOĞRU KURALLAR: Türkçede mastar eki (-mek/-mak) genel kural olarak vurguludur, bu nedenle birincil vurgu son hecededir [ˈmæc]. Hece başındaki ötümsüz patlayıcı 'k' ünsüzü soluklu okunur (aspire edilir) [kʰ]. 'bilmek' kısmındaki ön (ince) ünlülerden dolayı 'l' ünsüzü incedir [l] ve kelime sonundaki 'k' harfi, arka damak [k] değil, ince damak/palatal [c] olarak sesletilir. Ayrıca kapalı hecedeki 'e', [m] nasal ünsüzü ve [c] arasında açılarak [æ] fonetik değerini alır. HATA ANALİZİ: Referans 1 fonolojik kurallara tam uyum gösterip aspirasyon ve damaksıllaşma süreçlerini doğru yansıtmıştır. Referans 2 ise hece başı aspirasyonunu ([kʰ]) atlamış; yazım formuna aşırı güvenerek ince ünlüden sonra gelen kelime sonundaki 'k' yi arka damak [k] sembolüyle ([ˈmæk]) gösterip fonotaktik bir hata yapmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kesin kurallar eklenmelidir: 1) 'Damaksıllaşma (Palatalization): Ön ünlülerle (e, i, œ, y, æ) aynı hecede bulunan k ve g harflerini daima ince/damaksıl [c, cʰ, ɟ] varyantlarıyla haritala.' 2) 'Hece Başı Aspirasyonu: Hece başında bulunan ötümsüz patlayıcıları düzenli olarak aspirasyonlu [pʰ, tʰ, kʰ, cʰ] sembolleriyle transkribe et.'",/jɯ.kʰa.ja.bil.ˈmæc/,true
yıldız kümesi,/jɯɫ.ˈdɯzcʰy.me.ˈsi/,j ɯ ɫ d ɯ z cʰ y m e s i,0.95,"DOĞRU KURALLAR: Vurgu: Belirtisiz isim tamlamalarında ilk sözcüğün son hecesi ve ikinci sözcüğün son hecesi kendi vurgularını korur. Ünsüz Varyantları ve Aspirasyon: 'yıldız' sözcüğündeki 'l' kalın ünlü 'ı' etkisiyle artdamaksıllaşarak (velarize olarak) [ɫ] biçiminde gerçekleşir. 'kümesi' sözcüğünün başındaki 'k' ise, kendinden sonra gelen ince 'ü' [y] ünlüsü sebebiyle damaksıllaşarak [c] olur ve ötümsüz patlayıcıların hece/kelime başındaki soluklu (aspirated) kuralına uyduğu için [cʰ] olarak dar koda geçirilir. HATA ANALİZİ: Referans 1 velar 'l' haritasını, boşluk karakterini ve damaksıl-soluklu [cʰ] seslerini mükemmel bir şekilde analiz etmiştir. Referans 2 ise tamlamayı bitişik yazmış, ana vurguyu ilk kelimenin birinci hecesine yanlış yere çekmiş ve sözcük başındaki ince patlayıcı 'k' sesini [cʰ] yerine soluksuz damaksıl [c] ile eksik kodlamıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme entegre edilmesi gereken kurallar: 1) 'Birden fazla sözcük içeren dizilerde, sözcükler arası boşluğu koruyarak her bir kelimenin var olan vurgu haritasını bağımsız olarak kendi hecelerinde tut.' 2) 'İnce Ünlüler Öncesinde [cʰ] Kuralı: İnce ünlü (e, i, œ, y) ile başlayan hecelerin başındaki /k/ sesini her koşulda ince patlayıcı olarak [c] sınıflandır ve eğer kelime başındaysa/hece başındaysa birincil olarak [cʰ] karakterine haritala.'",/jɯɫ.ˈdɯzcʰy.me.ˈsi/,true
yıldız rüzgârın,/jɯɫ.ˈdɯzɾyz.ɟaː.ˈɾɯn/,j ɯ ɫ d ɯ z ɾ y z ɟ aː ɾ ɯ n,0.95,"DOĞRU KURALLAR: Türkçe 'yıldız' kelimesindeki 'l' sesi, kalın ünlü [ɯ] bağlamında artmaklık kazanarak [ɫ] biçiminde sesletilir ve vurgu son hecededir. Farsça kökenli 'rüzgâr' sözcüğündeki düzeltme işaretli 'â', kendinden önceki 'g' harfinin damaksıllaşarak [ɟ] olmasını gerektirir; aynı zamanda 'a' sesi uzun [aː] okunur. Tamlayan ekiyle birlikte kelime vurgusu sona [ˈɾɯn] geçer. HATA ANALİZİ: Referans 1, sözcük vurgularını ve sınırlarını doğru tespit etmiş ancak şapkalı ünlünün 'g' üzerinde yarattığı damaksıllaşma etkisini atlayarak standart [ɡ] kullanmıştır. Referans 2 ise iki bağımsız kelimeyi tek bir fonolojik kelimeymiş gibi birleştirerek sözcük sınırını ihlal etmiş, yanlış heceye vurgu atamış ve aynı damaksıllaşma (ɡ) hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kurallar eklenmelidir: 1) 'Damaksıl Haritalama (Palatalization): g, k, l harflerinden sonra düzeltme işaretli â veya û geliyorsa, bu ünsüzleri daima damaksıl ([ɟ], [c], [l]) varyantlarına haritala.' 2) 'Sözcük Sınırı Korunması: Boşluk karakterini (space) hece sınırı veya nokta ile değiştirme; ayrı yazılmış kelimelerin bağımsız morfolojik bütünlüklerini ve vurgu örüntülerini muhafaza et.'",/jɯɫ.ˈdɯzɾyz.ɡaː.ˈɾɯn/,false
yıldız sistemlerini,/jɯɫ.ˈdɯzsis.tem.le.ɾi.ˈni/,j ɯ ɫ d ɯ z s i s t e m l e ɾ i n i,0.95,"DOĞRU KURALLAR: 'yıldız' kelimesinde kalın /l/ varyantı [ɫ] kullanılır. 'sistemlerini' kelimesinde, sürtünmeli /s/ sesinden sonra gelen patlayıcı /t/ sesi soluksuz (unaspirated) [t] olarak telaffuz edilir. Tamlamada her iki kelimenin de vurgusu kendi son hecesindedir. HATA ANALİZİ: Referans 1, 's' sonrasındaki 't' için kurala aykırı şekilde soluklu [tʰ] sembolünü üretmiş ve yabancı kökenli 'sistem' kelimesinde standart /e/ ünlüsünü gereksizce açarak [æ] yapma hatasına düşmüştür. Referans 2 ise iki kelime arasındaki boşluğu yitirmiş ve zorunlu vurgu işaretlerini tamamen yoksaymıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: 1) Aspirasyon İptali: [s] veya [ʃ] gibi ötümsüz sürtünmelilerden sonra gelen ötümsüz patlayıcıları (p, t, k, c) kesinlikle soluklu (ʰ) atama. Yalnızca yalın varyantları kullan. 2) Metin/Grup İşleme: Birden fazla kelimelik dizilerde kelimeler arası boşlukları (space/spc) daima koru ve her sözcüğün kendi birincil vurgusunu atlamadan transkripsiyona dahil et.",/jɯɫ.ˈdɯzsis.tʰæm.le.ɾi.ˈni/,false
zaten,/ˈzaː.tʰæn/,z aː tʰ æ n,0.95,"DOĞRU KURALLAR: 1) Vurgu: 'zaten' Arapça kökenli bir zarftır ve bu tür '-en' tenvin ekiyle türetilmiş zarflarda vurgu ilk hecededir [ˈzaː]. 2) Ünlü Uzunluğu: İlk hecedeki 'a' ünlüsü orijinalindeki uzunluğu koruyarak uzun telaffuz edilir [aː]. 3) Aspirasyon: İkinci hece başındaki 't' patlayıcısı solukludur [tʰ]. 4) Açık ünlü: Kapalı hecede 'n' ünsüzünden önce gelen 'e' ünlüsü kural gereği açılarak [æ] sesine dönüşür. HATA ANALİZİ: Her iki referans da 'zaten' kelimesinin bir zarf olduğunu ve istisnai vurgu şablonuna sahip olduğunu atlayarak vurguyu ezbere son heceye atmıştır. Ayrıca ilk hecedeki alıntı kelime kaynaklı ünlü uzunluğunu (aː) fark edememişlerdir. Referans 1 aspirasyon ve açık 'e' [æ] kurallarını doğru işletmiş, Referans 2 ise bu dar çeviri detaylarını da kaçırmıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu kurallar eklenmelidir: 1) 'Zarf Vurgu İstisnası: Arapça kökenli olup -en/-an ekiyle biten zarflarda (zaten, aslen, aynen) genel son hece vurgusu kuralını iptal et ve vurguyu ilk heceye ata.' 2) 'Alıntı Uzun Ünlü Kuralı: TDK sözlüğünde uzun ünlüyle gösterilen (za:ten) Arapça/Farsça alıntı sözcükleri tespit etmek için bir istisna tablosu kullan ve bu ünlüleri [aː, iː, uː vb.] olarak işaretle.'",/za.ˈtʰæn/,false
zerdüştlük,/zæɾ.dyʃt.ˈlycʰ/,z æ ɾ d y ʃ t l y cʰ,0.95,"DOĞRU KURALLAR: Türkçe sesbilgisi kuralları gereği kelimede vurgu son hecededir. İlk hecedeki 'e' ünlüsü 'r' [ɾ] sesinin komşuluğunda açılarak [æ] sesine dönüşür. Son hecedeki ince 'ü' [y] ünlüsünden sonra gelen art damak 'k' sesi, ünlüyle uyuma girerek damaksıllaşır (palatalizasyon) ve [c] varyantını alır. Kelime sonundaki ötümsüz patlayıcı sesler standart dar çeviride soluklu çıkar, bu nedenle son ses [cʰ] olmalıdır. 'düşt' hecesindeki 't' ise sürtünmeli 'ş' [ʃ] sesinden sonra geldiği ve koda pozisyonunda olduğu için aspirasyon almaz. HATA ANALİZİ: Referans 1, ince ünlü sonrası damaksıllaşmayı bilmiş ancak kelime sonu patlayıcısındaki soluklanmayı (aspirasyonu) göz ardı etmiştir. Referans 2 ise ince ünlüden sonraki 'k' harfinin [c] ön damak varyantına dönüşmesi (damaksıllaşma) kuralını hiç uygulamamış ve doğrudan kalın [k] sembolüne eşlemiştir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Algoritmaya şu kurallar entegre edilmelidir: 1) 'Damaksıllaşma: İnce ünlülerden (e, i, ö, ü / e, æ, i, œ, y) hemen sonra gelen k ve g grafemlerini daima damaksıl varyantlarıyla ([c], [ɟ]) değiştir.' 2) 'Sözcük Sonu Aspirasyonu: Kelime sonunda yer alan ötümsüz patlayıcıları (p, t, k, c) dar çeviride daima soluklu (pʰ, tʰ, kʰ, cʰ) olarak işaretle.'",/zæɾ.dyʃt.ˈlyc/,false
zerdüştlükler,/zæɾ.dyʃt.lyc.ˈlæɾ/,z æ ɾ d y ʃ t l y c l æ ɾ,0.95,"DOĞRU KURALLAR: Kelimenin kökeni Zerdüşt olup -lük ve -ler ekleri almıştır. Türkçede 'e' ünlüsü 'r' ve 'l' gibi akıcı ünsüzlerden önce kapalı hecede açık 'e' [æ] olarak sesletilir. İnce ünlülerden (e, i, œ, y) sonra gelen art damak ünsüzü 'k', palatalizasyon (damaksıllaşma) kuralı gereğince ön damaksıllaşarak [c] varyantına dönüşür. Aspirasyon (ʰ) kuralı sadece hece başındaki ötümsüz patlayıcılar için geçerlidir; 't' ve 'c' hece sonunda yer aldıklarından aspire edilmezler. Vurgu kurallı olarak kelime sonundaki -ler ekindedir. HATA ANALİZİ: Referans 1, dışarıdan aşırı dar bir varyant olan ötümsüz 'ɾ' (ɾ̞̊) sembolünü kullanarak tanımlı sembol havuzunun dışına çıkmıştır. Referans 2 ise ince ünlüden (y) sonra gelen damak ünsüzünü damaksıllaştırmayı unutarak kalın k bırakma hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki net kural eklenmelidir: 1) 'Damaksıllaşma (Palatalization): Ön/ince ünlülerden (e, i, œ, y, æ) hemen sonra hece sonunda (coda) yer alan k ünsüzünü her zaman ince olan damaksıl c varyantıyla eşleştir.' 2) 'Kısıtlı Havuz İlkesi: Fonetik çeviri yaparken kullanabileceğin sembolleri katı havuzla (allowed pool) sınırlandır, bu havuzda tanımlanmamış diyakritik işaretleri kesinlikle üretme.'",/zæɾ.dyʃt.lyc.ˈlæɾ̞̊/,false
zümresindeki,/zym.ɾe.sin.ˈde.cʰi/,z y m ɾ e s i n d e cʰ i,0.95,"DOĞRU KURALLAR: Sıfat türeten '-ki' eki genellikle vurgu almaz ve vurguyu kendinden bir önceki heceye sabitler; bu bağlamda vurgu bulunma durumu eki olan '-de' hecesindedir [ˈde]. Sesbilgisel olarak 'k' ünsüzü, ince ön ünlülerle ([i, e, y, œ]) yan yana geldiğinde damaksıllaşır (palatalizasyon) ve [c] sesine dönüşür. Hece başında olan bu ötümsüz patlayıcı ünsüz, aspirasyon kuralları gereği soluklanarak [cʰ] biçiminde gerçekleşir. HATA ANALİZİ: Referans 1 kelimenin vurgu ve fonetik kurallarını eksiksiz uygulayarak damaksıl-soluklu [cʰ] sesini doğru tespit etmiştir. Referans 2 ise kural temelli yüzeysel bir dönüştürme yapmış; ince ünlü ortamındaki 'k' sesinin damaksıllaşma ve aspirasyon sürecini yansıtmayıp onu kalın (velar) [k] olarak bırakma hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu katı kural eklenmelidir: 'Eğer [k] ünsüzünden sonra ince bir ünlü ([e, i, œ, y]) geliyorsa, [k] sesini daima damaksıl (palatal) varyantı olan [c] ile değiştir. Eğer bu ses hece başındaysa, üzerine mutlak surette aspirasyon işareti ekleyerek [cʰ] olarak haritala.'",/zym.ɾe.sin.ˈde.cʰi/,true
Çanakkale,/tʃa.ˈnak.kʰa.le/,t͡ʃ a n a k kʰ a l e,0.95,"DOĞRU KURALLAR: 1. Vurgu: Çanakkale, çanak ve kale kelimelerinden oluşan birleşik bir yer ismidir. Birleşik yer isimlerinde vurgu genellikle birinci sözcüğün vurgulu hecesinde kalır. Çanak kelimesi son heceden vurgulu olduğu için, Çanakkale kelimesinde ana vurgu nak hecesindedir (Ça-ˈnak-ka-le). 2. Ünsüzler ve Aspirasyon: Kelimede yan yana gelen iki k sesi vardır (geminasyon). Birinci k hece sonunda (coda) olduğu için patlamasızdır [k], ikinci k ise hece başında (onset) olduğu için solukludur/aspire edilir [kʰ]. 3. L Sesi ve Ünlüler: l sesi ince ünlü e öncesinde damaksıl-dişyuvasıl (clear) [l] olarak sesletilir. İlk hecedeki ç sesi izin verilen listeye göre [tʃ] olarak kodlanır. HATA ANALİZİ: Referans 1 ve Referans 2, kale ile biten birleşik yer isminin istisnai vurgu kuralını atlamış; vurguyu yanlış bir şekilde -ka hecesine (ˈka) koymuşlardır. Referans 1, hece başındaki k için zorunlu olan aspirasyon [kʰ] kuralını uygulamamış, yalın [k] kullanmıştır. Referans 2 ise aspirasyonu [kʰ] doğru belirlemiş ancak ç sesini izin verilmeyen bir karakter olan (t͡ʃ tie-bar ile) yazmış ve ortak vurgu hatasına düşmüştür. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin koduna şu iki kural eklenmelidir: 1) Birleşik Yer İsmi Vurgusu: Birleşik sözcüklerden oluşan yer isimlerinde (örn. Çanakkale, Pamukkale) kelime sonu vurgu kurallarını iptal et. Vurguyu (ˈ) birinci bileşenin sözcüksel vurgusuna, yani doğrudan bileşim noktasından bir önceki heceye yerleştir. 2) Bağlayıcı İşaretleri İptali: ç ve c seslerini transkribe ederken bağlayıcı (tie-bar) kullanmaktan kaçın; daima [tʃ] ve [dʒ] şeklinde düz formatta haritala.",/t͡ʃa.nak.ˈka.le/,false
Çin'den,/tʃin.ˈdæn/,t͡ʃ i n d æ n,0.95,"DOĞRU KURALLAR: Vurgu: Çin özel ismine eklenen ayrılma durumu eki (-den) standart kurallara tabidir ve hece vurgusunu üzerine çeker, bu sebeple vurgu son hecededir. Açık Ünlü (æ): 'e' ünlüsü, hece sonunda 'm, n, l, r' gibi akıcı veya genizcil ünsüzlerle kapatıldığında genleşerek açık [æ] varyantına dönüşür. Hece Yapısı ve Ünsüzler: 'Ç' sesi bir patlamalı-sızmalı (affricate) ünsüzdür ve [tʃ] ile gösterilir; yazım dilindeki kesme işareti fonetik analizde geçersizdir ve telaffuzu bölmez. HATA ANALİZİ: Referans çıktılar [æ] açık dönüșümünü ve vurgu yerini başarıyla tespit etmiştir. Ancak dar çeviri standardı olan köşeli ayraç yerine bağlam dışı biçimde geniş çeviri işareti olan eğik çizgileri (//) kullanmışlardır. Ayrıca izin verilen sembol havuzunun dışına çıkarak t ve ʃ arasına birleştirme (tie-bar) diyakritiği koymuşlardır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu katı kurallar eklenmelidir: 1) Karakter Kısıtlaması: Sadece izin verilen sembol havuzunu kullan, [tʃ] ve [dʒ] seslerini transkribe ederken araya asla birleştirme (tie-bar) işareti koyma. 2) Format Kuralı: İstenen işlem dar çeviri (narrow transcription) olduğu için nihai çıktıyı daima köşeli ayraç [...] içine al. 3) Kestirme Temizliği: Kelimelerin fonetik çevirisini yaparken morfolojik sınır belirten kesme işaretlerini (') tamamen yoksay ve sesleri hece sınırlarına (.) göre birleştir.",/t͡ʃin.ˈdæn/,false
Çin'imden,/tʃi.nim.ˈdæn/,t͡ʃ i n i m d æ n,0.95,"DOĞRU KURALLAR: 1) Heceleme: Ünsüzle biten köke (Çin) ünlüyle başlayan ek (-im) geldiğinde 'maksimum hece başı' kuralı gereği heceleme [tʃi.nim.den] şeklinde yapılır. 2) Ünlü Açıklaşması: Türkiye Türkçesinde hece sonundaki 'm, n, l, r' sonor (akıcı/genizcil) ünsüzlerinden önce gelen /e/ ünlüsü açılarak [æ] sesine dönüşür (den -> dæn). 3) Vurgu: Türkçede ayrılma hâli eki (-den) vurguyu çeker, birincil vurgu son hecededir. HATA ANALİZİ: Referans çıktılar heceleme, [æ] açıklaşması ve vurgu konumunu doğru tespit etmiştir. Ancak dar transkripsiyonu köşeli parantez ([]) yerine fonemik eğik çizgi (//) ile göstermişlerdir. Ayrıca 'ç' sesini gösterirken izin verilen sembol havuzunda yer almayan üstten bağlayıcılı (tie-bar) [t͡ʃ] karakterini kullanmışlardır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu koşullar eklenmelidir: 1) 'Sembol Mapping: Türkçe /ç/ ve /c/ affricate sesleri için bağlayıcı bar kullanmadan doğrudan [tʃ] ve [dʒ] sembollerini ata.' 2) 'Format Katılığı: Dar (narrow) fonetik çeviri üretiyorsan, çıktıyı her koşulda köşeli parantez [...] içine al, fonemik eğik çizgi (//) kullanımını engelle.'",/t͡ʃi.nim.ˈdæn/,false
Çin'inden,/tʃi.nin.ˈdæn/,t͡ʃ i n i n d æ n,0.95,"DOĞRU KURALLAR: Çekimli bir kelime olduğundan vurgu en son hecededir [ˈdæn]. Türkçe sesbilgisi kurallarına göre hece sonundaki 'e' ünlüsü, 'l, m, n, r' akıcı ünsüzlerinden biriyle kapandığında dar çeviride açık ünlüye [æ] dönüşür. Heceleme [tʃi.nin.ˈdæn] şeklindedir. HATA ANALİZİ: Referans çıktılar [æ] kuralını, hece zincirini ve vurguyu doğru ele almıştır. Ancak dar transkripsiyon gösterimi olan köşeli ayraç yerine eğik çizgi kullanmışlar ve kelime başı afrikatı (ç) için sembol havuzunda olmayan bağlama işaretli (tie-bar) [t͡ʃ] karakterini üretmişlerdir. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki kural tanımlanmalıdır: 1) 'Tipografi ve Sınırlandırma: Dar çevirileri (narrow transcription) daima köşeli ayraç [...] içine al ve eğik çizgi (/) kullanma.' 2) 'Affricate Kodlaması: ç ve c sesleri için bağlama işareti (tie-bar) üretme, sadece havuzdaki yalın değerleri olan [tʃ] ve [dʒ] birleşimlerini kullan.'",/t͡ʃi.nin.ˈdæn/,false
Üsküdar,/ˈys.cy.daɾ/,y s c y d a ɾ,0.95,"DOĞRU KURALLAR: Özel isimlerde (yer adları) standart kelime sonu vurgu kuralı bozulur ve Sezer Vurgu Kuralı devreye girer. Kelime 'CVC.CV.CVC' (Ağır-Hafif-Ağır) hece yapısında olduğu için birincil vurgu kural gereği ilk heceye (antepenult) düşer [ˈys]. İkinci hecedeki ince 'ü' [y] ünlüsü, kendisinden önceki 'k' ünsüzünü damaksıllaştırarak sesin [c] varyantını üretir. Ancak bu 'c' patlayıcısı, kendisinden hemen önce gelen 's' sürtünmelisi nedeniyle (arada hece sınırı olmasına rağmen) aspirasyon (soluklanma) özelliğini kaybeder; bu yüzden [cʰ] yerine [c] olarak transkribe edilir. HATA ANALİZİ: Ref 1, yer adı vurgu kuralını atlayarak son heceyi vurgulamıştır (ˈdaɾ). Ayrıca 's' sonrasındaki aspirasyon düşümünü hesaplayamadığından [cʰ] yazmış ve harici bir sembol (ɾ̞̊) kullanmıştır. Ref 2 ise damaksıllaşma/palatalizasyon kuralını uygulamamış, kalın [k] bırakmış ve vurguyu yanlış heceye (ˈky) taşımıştır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sistemin algoritmasına şu katı kurallar eklenmelidir: 1) 'Yer Adı Vurgusu (Sezer Kuralı): Türkçe yer adları CVC.CV.CVC hece formasyonundaysa, vurguyu otomatik olarak ilk heceye (ağır antepenultima) kilitle.' 2) 'Aspirasyon Engeli (Deaspiration): Patlayıcı ünsüzler [p, t, k, c], bir /s/ veya /ʃ/ sürtünmelisini takip ediyorsa, aralarında hece sınırı (.) bulunsa dahi aspirasyonu (ʰ) tamamen iptal et.' 3) 'Damaksıllaşma Haritalaması: k/g harflerini ince ünlülerle (e, i, œ, y) birleşik gördüğünde kesinlikle c/ɟ olarak değiştir.'",/ys.cʰy.ˈdaɾ̞̊/,false
Üsküp'ü,/ˈys.cy.pʰy/,y s c y pʰ y,0.92,"DOĞRU KURALLAR: Özel İsim Vurgusu (Yer Adları): 'Üsküp', ilk hecesi ağır/kapalı (Üs.küp) olan bir yer adıdır. Türkçe yer adı vurgu kurallarına (Sezer Kuralı) göre vurgu ilk hecededir. Kesme işaretiyle eklenen belirtme durumu eki ('-ü') vurguyu kaydırmaz. Ünsüz Damaksıllaşması ve Aspirasyon: 'k' sesi ince 'ü' ünlüsü nedeniyle damaksıllaşıp [c] olur. Ancak kendinden önce gelen 's' sürtünmelisinin etkisiyle aspirasyonunu (solukluluğunu) kaybeder ve [cʰ] yerine [c] olarak telaffuz edilir. 'p' sesi ise okuma telaffuzunda hece başında olduğu için aspire formda [pʰ] olarak kalır. HATA ANALİZİ: Referans çıktılar iki temel hata yapmıştır: 1) Kelimeyi standart bir cins isim kabul edip Türkçe genel kuralı gereği vurguyu sondaki çekim ekine ([ˈpʰy]) kaydırmışlardır. 2) 's' sesi sonrasında patlayıcıların soluğunu (aspirasyonunu) yitirdiğine dair istisna kuralını işletmeyip 'k' sesini doğrudan [cʰ] olarak hatalı çıkarmışlardır. SİSTEM İYİLEŞTİRMESİ VE KURAL ÖNERİSİ: Sisteme şu iki net kural eklenmelidir: 1) 'Bağlamsal Aspirasyon İptali: [s] veya [ʃ] sürtünmelilerinden hemen sonra gelen [p, t, k, c] ünsüzlerinde (ʰ) etiketini kesinlikle kaldır.' 2) 'Yer Adı Vurgusu: Kesme işareti ile çekim eki (-i, -e vb.) almış özel yer adlarında, vurguyu hiçbir şekilde çekim ekine taşıma; kök kelimenin uygun yerine (ör. kapalı ilk heceye) sabitle.'",/ys.cʰy.ˈpʰy/,false
